code,name,continent,iso_country,iso_region,gps_code,iata_code,latitude,longitude
HEAR,El Arish International Airport,AS,EG,EG-SIN,HEAR,AAC,33.83580017,31.07329941
HEAT,Assiut International Airport,AF,EG,EG-WAD,HEAT,ATZ,31.01199913,27.04649925
HEAX,El Nouzha Airport,AF,EG,EG-ALX,HEAX,ALY,29.94890022,31.18390083
HEAZ,Almaza Air Force Base,AF,EG,EG-C,HEAZ,,31.36000061,30.09180069
HEBA,Borg El Arab International Airport,AF,EG,EG-ALX,HEBA,HBE,29.69639969,30.91769981
HEBL,Abu Simbel Airport,AF,EG,EG-ASN,HEBL,ABS,31.61170006,22.37599945
HEBS,Beni Suef Air Base,AF,EG,EG-BNS,HEBS,,31.01659966,29.20829964
HECA,Cairo International Airport,AF,EG,EG-C,HECA,CAI,31.40559959,30.12190056
HECW,Cairo West Airport,AF,EG,EG-GZ,HECW,CWE,30.91539955,30.11639977
HEGN,Hurghada International Airport,AF,EG,EG-BA,HEGN,HRG,33.79940033,27.17830086
HEGR,El Gora Airport,AF,EG,EG-SIN,HEGR,EGH,34.129629,31.068559
HEGS,Jiyanklis Air Base,AF,EG,EG-BH,HEGS,,30.19120026,30.81979942
HELX,Luxor International Airport,AF,EG,EG-KN,HELX,LXR,32.7066,25.671
HEMA,Marsa Alam International Airport,AF,EG,EG-BA,HEMA,RMF,34.58369827,25.5571003
HEMK,Sohag International Airport,AF,EG,EG-SHG,HESG,HMB,31.742778,26.342778
HEMM,Mersa Matruh Airport,AF,EG,EG-MT,HEMM,MUH,27.22170067,31.3253994
HEPS,Port Said Airport,AF,EG,EG-SHR,HEPS,PSD,32.24000168,31.27939987
HESC,St Catherine International Airport,AS,EG,EG-JS,HESC,SKV,34.0625,28.68530083
HESH,Sharm El Sheikh International Airport,AS,EG,EG-JS,HESH,SSH,34.39500046,27.97730064
HESN,Aswan International Airport,AF,EG,EG-ASN,HESN,ASW,32.81999969,23.96439934
HETB,Taba International Airport,AS,EG,EG-SIN,HETB,TCP,34.77809906,29.58779907
HHAS,Asmara International Airport,AF,ER,ER-SK,HHAS,ASM,38.91070175,15.29189968
HHMS,Massawa International Airport,AF,ER,ER-SK,HHMS,MSW,39.37009811,15.67000008
HHSB,Assab International Airport,AF,ER,ER-DK,HHSB,ASA,42.64500046,13.07180023
HIA,Lianshui Airport,AS,CN,CN-32,ZSSH,HIA,119.125,33.79083333
HKAM,Amboseli Airport,AF,KE,KE-700,HKAM,ASV,37.25310135,-2.645050049
HKEL,Eldoret International Airport,AF,KE,KE-700,HKEL,EDL,35.23889923,0.404457986
HKJK,Jomo Kenyatta International Airport,AF,KE,KE-110,HKJK,NBO,36.92779922,-1.319239974
HKKI,Kisumu Airport,AF,KE,KE-600,HKKI,KIS,34.72890091,-0.086139001
HKKT,Kitale Airport,AF,KE,KE-700,HKKT,KTL,34.95859909,0.971988976
HKLK,Lokichoggio Airport,AF,KE,KE-700,HKLK,LKG,34.34820175,4.204120159
HKLO,Lodwar Airport,AF,KE,KE-700,HKLO,LOK,35.6086998,3.121969938
HKLU,Manda Airstrip,AF,KE,KE-300,HKLU,LAU,40.9131012,-2.252419949
HKML,Malindi Airport,AF,KE,KE-300,HKML,MYD,40.10169983,-3.229310036
HKMO,Mombasa Moi International Airport,AF,KE,KE-300,HKMO,MBA,39.59420013,-4.034830093
HKMS,Mara Serena Lodge Airstrip,AF,KE,KE-700,HKMS,MRE,35.008057,-1.406111
HKNW,Nairobi Wilson Airport,AF,KE,KE-110,HKNW,WIL,36.81480026,-1.321720004
HKNY,Nanyuki Airport,AF,KE,KE-200,HKNL,NYK,37.041008,-0.062399
HKRE,Moi Air Base,AF,KE,KE-110,HKRE,,36.86230087,-1.277269959
HKWJ,Wajir Airport,AF,KE,KE-500,HKWJ,WJR,40.091599,1.73324
HL56,Matan al-Sarra Air Base,AF,LY,LY-KF,HL56,,21.83090019,21.68770027
HL68,Al Bumbah North Air Base,AF,LY,LY-DR,,,23.11860085,32.45289993
HL77,Okba Ibn Nafa Air Base,AF,LY,LY-NQ,,,11.89789963,32.47340012
HLGD,Gardabya Airport,AF,LY,LY-SR,HLGD,SRX,16.59499931,31.06349945
HLGT,Ghat Airport,AF,LY,LY-GT,HLGT,GHT,10.14260006,25.14559937
HLKF,Kufra Airport,AF,LY,LY-KF,HLKF,AKF,23.31399918,24.17869949
HLLB,Benina International Airport,AF,LY,LY-BA,HLLB,BEN,20.26950073,32.09680176
HLLM,Mitiga Airport,AF,LY,LY-TB,HLLM,MJI,13.27600002,32.89410019
HLLQ,La Abraq Airport,AF,LY,LY-JA,HLLQ,LAQ,21.96430016,32.7887001
HLLS,Sabha Airport,AF,LY,LY-SB,HLLS,SEB,14.47249985,26.98699951
HLLT,Tripoli International Airport,AF,LY,LY-TB,HLLT,TIP,13.1590004,32.66350174
HLMB,Marsa Brega Airport,AF,LY,LY-WA,HLMB,LMQ,19.57640076,30.37809944
HLTD,Ghadames East Airport,AF,LY,LY-NL,HLTD,LTD,9.715310097,30.15169907
HRYG,Gisenyi Airport,AF,RW,RW-04,HRYG,GYI,29.25889969,-1.67719996
HRYR,Kigali International Airport,AF,RW,RW-01,HRYR,KGL,30.1395,-1.96863
HRZA,Kamembe Airport,AF,RW,RW-04,HRZA,KME,28.90789986,-2.462239981
HSDN,Dongola Airport,AF,SD,SD-01,HSDN,DOG,30.43009949,19.15390015
HSFA,"Paloich Airport, Heliport",AF,SS,SS-23,HSFA,HGI,32.500556,10.529167
HSFS,El Fasher Airport,AF,SD,SD-02,HSFS,ELF,25.32460022,13.61489964
HSKA,Kassala Airport,AF,SD,SD-05,HSKA,KSL,36.3288002,15.38749981
HSMN,Merowe New Airport,AF,SD,SD-01,HSMN,MWE,31.84333333,18.44333333
HSOB,El Obeid Airport,AF,SD,SD-09,HSOB,EBD,30.23270035,13.15320015
HSPN,Port Sudan New International Airport,AF,SD,SD-26,HSPN,PZU,37.23410034,19.43359947
HSSJ,Juba International Airport,AF,SS,SS-17,HSSJ,JUB,31.60110092,4.872010231
HSSM,Malakal Airport,AF,SS,SS-23,HSSM,MAK,31.6522007,9.558970451
HSSS,Khartoum International Airport,AF,SD,SD-03,HSSS,KRT,32.55319977,15.58950043
HSWW,Wau Airport,AF,SS,SS-14,HSWW,WUU,27.97500038,7.725830078
HTAR,Arusha Airport,AF,TZ,TZ-01,HTAR,ARK,36.63330078,-3.367789984
HTDA,Julius Nyerere International Airport,AF,TZ,TZ-02,HTDA,DAR,39.202599,-6.87811
HTDO,Dodoma Airport,AF,TZ,TZ-03,HTDO,DOD,35.75260162,-6.170440197
HTGW,Songwe Airport,AF,TZ,TZ-14,HTGW,MBI,33.273981,-8.919942
HTIR,Iringa Airport,AF,TZ,TZ-04,HTIR,IRI,35.7521019,-7.668630123
HTKJ,Kilimanjaro International Airport,AF,TZ,TZ-26,HTKJ,JRO,37.07450104,-3.429409981
HTLM,Lake Manyara Airport,AF,TZ,TZ-26,HTLM,LKY,35.81829834,-3.37631011
HTMT,Mtwara Airport,AF,TZ,TZ-17,HTMT,MYW,40.18180084,-10.33909988
HTMW,Mwanza Airport,AF,TZ,TZ-18,HTMW,MWZ,32.93270111,-2.444489956
HTPE,Pemba Airport,AF,TZ,TZ-25,HTPE,PMA,39.81140137,-5.257259846
HTTG,Tanga Airport,AF,TZ,TZ-25,HTTG,TGT,39.07120132,-5.09236002
HTZA,Abeid Amani Karume International Airport,AF,TZ,TZ-07,HTZA,ZNZ,39.224899,-6.22202
HU-0002,Kalocsa/FoktÅ Airport,EU,HU,HU-BK,LHKA,,18.942421,46.549613
HUAR,Arua Airport,AF,UG,UG-N,HUAR,RUA,30.91699982,3.049999952
HUEN,Entebbe International Airport,AF,UG,UG-C,HUEN,EBB,32.443501,0.042386
HUGU,Gulu Airport,AF,UG,UG-N,HUGU,ULU,32.27180099,2.805560112
HUSO,Soroti Airport,AF,UG,UG-E,HUSO,SRT,33.62279892,1.727689981
IBL,Indigo Bay Lodge Airport,AF,MZ,MZ-I,,IBL,35.452801,-21.708
ID-0017,Aji Pangeran Tumenggung Pranoto International Airport,AS,ID,ID-KI,WALS,AAP,117.249392,-0.374448
ID-ZGP,Bilogai-Sugapa Airport,AS,ID,ID-PA,WABV,UGU,137.031998,-3.73956
IN-0011,Jakkur Aerodrome,AS,IN,IN-KA,VOJK,,77.597645,13.07674
IQ-0016,H1 New Air Base,AS,IQ,IQ-AN,,,41.43220139,33.81869888
IQ-0017,H2 Air Base,AS,IQ,IQ-AN,,,40.58802414,33.36372375
IQ-0018,H3 Air Base,AS,IQ,IQ-AN,,,39.74510193,32.92938232
IQ-0020,H3 Northwest AFB,AS,IQ,IQ-AN,,,39.599617,33.0745697
IQ-0021,H3 Southwest Air Base,AS,IQ,IQ-AN,,,39.59955597,32.74492645
IQ-0024,Jalibah Southeast Air Base,AS,IQ,IQ-BA,,,46.60277939,30.54651833
IQ-0030,Kut Al Hayy East Air Base,AS,IQ,IQ-WA,,,46.3822403,32.11684036
IQ-0034,Qalat Salih Air Base,AS,IQ,IQ-MA,,,47.28979111,31.45658112
IQ-0039,Rasheed Air Base,AS,IQ,IQ-BG,,,44.49370575,33.27932739
IQ-0040,Ruwayshid Air Base,AS,IQ,IQ-AN,,,39.12361145,32.40611267
IQ-0042,Sahl Sinjar Air Base,AS,IQ,IQ-NI,,,42.14213943,35.85926437
IQ-0044,Salum Air Base,AS,IQ,IQ-DI,,,44.74694824,34.16407394
IQ-0045,Samarra East Air Base,AS,IQ,IQ-SD,,,44.26320648,34.16648865
IQ-0051,Tal Ashtah New Air Base,AS,IQ,IQ-TS,,,44.13388824,35.13972092
IQ-0054,Tuz Khurmatu Air Base,AS,IQ,IQ-SD,,,44.48277664,34.93722153
IQ-0055,Wadi Al Khirr New Air Base,AS,IQ,IQ-NA,,,43.1823616,31.41740227
ISG,New Ishigaki Airport,AS,JP,JP-47,ROIG,ISG,124.245,24.396389
JGD,Jiagedaqi Airport,AS,CN,CN-23,ZYJD,JGD,124.1175,50.371389
JIQ,Qianjiang Wulingshan Airport,AS,CN,CN-50,ZUQJ,JIQ,108.8311111,29.51333333
JJD,Comandante Ariston Pessoa Airport,SA,BR,BR-CE,SBJE,JJD,-40.357338,-2.906425
JNB,O R Tambo International,AF,ZA,ZA-U-A,FAOR,JNB,28.246,-26.1392
K79J,South Alabama Regional At Bill Benton Field Airport,NA,US,US-AL,K79J,,-86.393799,31.3088
KABE,Lehigh Valley International Airport,NA,US,US-PA,KABE,ABE,-75.44080353,40.65209961
KABI,Abilene Regional Airport,NA,US,US-TX,KABI,ABI,-99.68190002,32.41130066
KABQ,Albuquerque International Sunport,NA,US,US-NM,KABQ,ABQ,-106.609001,35.040199
KABR,Aberdeen Regional Airport,NA,US,US-SD,KABR,ABR,-98.42179871,45.44910049
KABY,Southwest Georgia Regional Airport,NA,US,US-GA,KABY,ABY,-84.19450378,31.53549957
KACK,Nantucket Memorial Airport,NA,US,US-MA,KACK,ACK,-70.06020355,41.25310135
KACT,Waco Regional Airport,NA,US,US-TX,KACT,ACT,-97.23049927,31.61129951
KACV,California Redwood Coast-Humboldt County Airport,NA,US,US-CA,KACV,ACV,-124.109,40.978101
KACY,Atlantic City International Airport,NA,US,US-NJ,KACY,ACY,-74.57720184,39.45759964
KADW,Joint Base Andrews,NA,US,US-MD,KADW,ADW,-76.866997,38.810799
KAEX,Alexandria International Airport,NA,US,US-LA,KAEX,AEX,-92.54979706,31.32740021
KAFW,Fort Worth Alliance Airport,NA,US,US-TX,KAFW,AFW,-97.31880188,32.98759842
KAGC,Allegheny County Airport,NA,US,US-PA,KAGC,AGC,-79.93019867,40.35440063
KAGS,Augusta Regional At Bush Field,NA,US,US-GA,KAGS,AGS,-81.96450043,33.36989975
KAHN,Athens Ben Epps Airport,NA,US,US-GA,KAHN,AHN,-83.32630157,33.94860077
KAKR,Akron Fulton International Airport,NA,US,US-OH,KAKR,AKC,-81.46690369,41.03749847
KALB,Albany International Airport,NA,US,US-NY,KALB,ALB,-73.80169678,42.74829865
KALI,Alice International Airport,NA,US,US-TX,KALI,ALI,-98.02690125,27.74090004
KALM,Alamogordo White Sands Regional Airport,NA,US,US-NM,KALM,ALM,-105.9909973,32.83990097
KALN,St Louis Regional Airport,NA,US,US-IL,KALN,ALN,-90.04599762,38.89030075
KALO,Waterloo Regional Airport,NA,US,US-IA,KALO,ALO,-92.40029907,42.55709839
KALS,San Luis Valley Regional Bergman Field,NA,US,US-CO,KALS,ALS,-105.866997,37.434898
KALW,Walla Walla Regional Airport,NA,US,US-WA,KALW,ALW,-118.288002,46.09489822
KAMA,Rick Husband Amarillo International Airport,NA,US,US-TX,KAMA,AMA,-101.706001,35.219398
KANB,Anniston Regional Airport,NA,US,US-AL,KANB,ANB,-85.8581,33.5882
KAND,Anderson Regional Airport,NA,US,US-SC,KAND,AND,-82.70939636,34.49459839
KAOO,Altoona Blair County Airport,NA,US,US-PA,KAOO,AOO,-78.31999969,40.29639816
KAPA,Centennial Airport,NA,US,US-CO,KAPA,APA,-104.848999,39.57009888
KAPF,Naples Municipal Airport,NA,US,US-FL,KAPF,APF,-81.77529907,26.15259933
KAPG,Phillips Army Air Field,NA,US,US-MD,KAPG,APG,-76.1688,39.466202
KAPN,Alpena County Regional Airport,NA,US,US-MI,KAPN,APN,-83.56030273,45.0780983
KARA,Acadiana Regional Airport,NA,US,US-LA,KARA,ARA,-91.883904,30.0378
KART,Watertown International Airport,NA,US,US-NY,KART,ART,-76.021698,43.9919014
KASE,Aspen-Pitkin Co/Sardy Field,NA,US,US-CO,KASE,ASE,-106.8690033,39.22320175
KAST,Astoria Regional Airport,NA,US,US-OR,KAST,AST,-123.8789978,46.15800095
KATL,Hartsfield Jackson Atlanta International Airport,NA,US,US-GA,KATL,ATL,-84.428101,33.6367
KATY,Watertown Regional Airport,NA,US,US-SD,KATY,ATY,-97.15470123,44.91400146
KAUG,Augusta State Airport,NA,US,US-ME,KAUG,AUG,-69.79730225,44.3205986
KAUS,Austin Bergstrom International Airport,NA,US,US-TX,KAUS,AUS,-97.66989899,30.19449997
KAUW,Wausau Downtown Airport,NA,US,US-WI,KAUW,AUW,-89.62660217,44.92620087
KAVL,Asheville Regional Airport,NA,US,US-NC,KAVL,AVL,-82.54180145,35.43619919
KAVP,Wilkes Barre Scranton International Airport,NA,US,US-PA,KAVP,AVP,-75.7233963,41.33850098
KAXN,Chandler Field,NA,US,US-MN,KAXN,AXN,-95.3946991,45.86629868
KAZO,Kalamazoo Battle Creek International Airport,NA,US,US-MI,KAZO,AZO,-85.55210114,42.23490143
KBAB,Beale Air Force Base,NA,US,US-CA,KBAB,BAB,-121.4369965,39.13610077
KBAD,Barksdale Air Force Base,NA,US,US-LA,KBAD,BAD,-93.66269684,32.50180054
KBAF,Westfield-Barnes Regional Airport,NA,US,US-MA,KBAF,BAF,-72.715599,42.157799
KBAK,Columbus Municipal Airport,NA,US,US-IN,KBAK,CLU,-85.89630127,39.26190186
KBBD,Curtis Field,NA,US,US-TX,KBBD,BBD,-99.32389832,31.17930031
KBCE,Bryce Canyon Airport,NA,US,US-UT,KBCE,BCE,-112.1449966,37.70640183
KBDE,Baudette International Airport,NA,US,US-MN,KBDE,BDE,-94.61219788,48.72840118
KBDL,Bradley International Airport,NA,US,US-CT,KBDL,BDL,-72.68319702,41.93889999
KBDR,Igor I Sikorsky Memorial Airport,NA,US,US-CT,KBDR,BDR,-73.12619781,41.16350174
KBED,Laurence G Hanscom Field,NA,US,US-MA,KBED,BED,-71.28900146,42.47000122
KBFD,Bradford Regional Airport,NA,US,US-PA,KBFD,BFD,-78.64009857,41.80310059
KBFF,Western Neb. Rgnl/William B. Heilig Airport,NA,US,US-NE,KBFF,BFF,-103.5960007,41.87400055
KBFI,Boeing Field King County International Airport,NA,US,US-WA,KBFI,BFI,-122.302002,47.52999878
KBFL,Meadows Field,NA,US,US-CA,KBFL,BFL,-119.0569992,35.43360138
KBFM,Mobile Downtown Airport,NA,US,US-AL,KBFM,BFM,-88.06809998,30.62680054
KBGM,Greater Binghamton/Edwin A Link field,NA,US,US-NY,KBGM,BGM,-75.97979736,42.20869827
KBGR,Bangor International Airport,NA,US,US-ME,KBGR,BGR,-68.82810211,44.80739975
KBHB,Hancock County-Bar Harbor Airport,NA,US,US-ME,KBHB,BHB,-68.3615036,44.45000076
KBHM,Birmingham-Shuttlesworth International Airport,NA,US,US-AL,KBHM,BHM,-86.75350189,33.56290054
KBIF,Biggs Army Air Field (Fort Bliss),NA,US,US-TX,KBIF,BIF,-106.3799973,31.84950066
KBIH,Eastern Sierra Regional Airport,NA,US,US-CA,KBIH,BIH,-118.3639984,37.37310028
KBIL,Billings Logan International Airport,NA,US,US-MT,KBIL,BIL,-108.5429993,45.80770111
KBIS,Bismarck Municipal Airport,NA,US,US-ND,KBIS,BIS,-100.7460022,46.77270126
KBIX,Keesler Air Force Base,NA,US,US-MS,KBIX,BIX,-88.92440033,30.41040039
KBJC,Rocky Mountain Metropolitan Airport,NA,US,US-CO,KBJC,BJC,-105.1169968,39.90879822
KBJI,Bemidji Regional Airport,NA,US,US-MN,KBJI,BJI,-94.93370056,47.50939941
KBKE,Baker City Municipal Airport,NA,US,US-OR,KBKE,BKE,-117.8089981,44.83729935
KBKF,Buckley Air Force Base,NA,US,US-CO,KBKF,BFK,-104.7519989,39.7016983
KBKL,Burke Lakefront Airport,NA,US,US-OH,KBKL,BKL,-81.6832962,41.51750183
KBKW,Raleigh County Memorial Airport,NA,US,US-WV,KBKW,BKW,-81.12419891,37.78730011
KBLF,Mercer County Airport,NA,US,US-WV,KBLF,BLF,-81.20770264,37.29579926
KBLH,Blythe Airport,NA,US,US-CA,KBLH,BLH,-114.7170029,33.61920166
KBLI,Bellingham International Airport,NA,US,US-WA,KBLI,BLI,-122.538002,48.7928009
KBLV,Scott AFB/Midamerica Airport,NA,US,US-IL,KBLV,BLV,-89.835197,38.5452
KBMG,Monroe County Airport,NA,US,US-IN,KBMG,BMG,-86.61669922,39.14599991
KBMI,Central Illinois Regional Airport at Bloomington-Normal,NA,US,US-IL,KBMI,BMI,-88.91590118,40.47710037
KBNA,Nashville International Airport,NA,US,US-TN,KBNA,BNA,-86.67819977,36.12450027
KBNO,Burns Municipal Airport,NA,US,US-OR,KBNO,BNO,-118.9550018,43.59189987
KBOI,Boise Air Terminal/Gowen Field,NA,US,US-ID,KBOI,BOI,-116.223,43.5644
KBOS,General Edward Lawrence Logan International Airport,NA,US,US-MA,KBOS,BOS,-71.00520325,42.36429977
KBPI,Miley Memorial Field,NA,US,US-WY,KBPI,BPI,-110.1110001,42.58509827
KBPK,Ozark Regional Airport,NA,US,US-AR,KBPK,WMH,-92.47049713,36.3689003
KBPT,Southeast Texas Regional Airport,NA,US,US-TX,KBPT,BPT,-94.02069855,29.95079994
KBQK,Brunswick Golden Isles Airport,NA,US,US-GA,KBQK,BQK,-81.46649933,31.25880051
KBRD,Brainerd Lakes Regional Airport,NA,US,US-MN,KBRD,BRD,-94.13809967,46.39830017
KBRL,Southeast Iowa Regional Airport,NA,US,US-IA,KBRL,BRL,-91.12550354,40.78319931
KBRO,Brownsville South Padre Island International Airport,NA,US,US-TX,KBRO,BRO,-97.42590332,25.90679932
KBTL,W K Kellogg Airport,NA,US,US-MI,KBTL,BTL,-85.25150299,42.30730057
KBTM,Bert Mooney Airport,NA,US,US-MT,KBTM,BTM,-112.4970016,45.95479965
KBTR,Baton Rouge Metropolitan Airport,NA,US,US-LA,KBTR,BTR,-91.149597,30.533199
KBTV,Burlington International Airport,NA,US,US-VT,KBTV,BTV,-73.15329742,44.47190094
KBUF,Buffalo Niagara International Airport,NA,US,US-NY,KBUF,BUF,-78.73220062,42.94049835
KBUR,Bob Hope Airport,NA,US,US-CA,KBUR,BUR,-118.3590012,34.20069885
KBVI,Beaver County Airport,NA,US,US-PA,KBVI,BFP,-80.3914032,40.77249908
KBVY,Beverly Municipal Airport,NA,US,US-MA,KBVY,BVY,-70.91649628,42.58420181
KBWG,Bowling Green Warren County Regional Airport,NA,US,US-KY,KBWG,BWG,-86.41970062,36.96450043
KBWI,Baltimore/Washington International Thurgood Marshall Airport,NA,US,US-MD,KBWI,BWI,-76.668297,39.1754
KBYH,Arkansas International Airport,NA,US,US-AR,KBYH,BYH,-89.94400024,35.96429825
KBYI,Burley Municipal Airport,NA,US,US-ID,KBYI,BYI,-113.7720032,42.54259872
KBYS,Bicycle Lake Army Air Field,NA,US,US-CA,KBYS,BYS,-116.6299973,35.2804985
KBZN,Gallatin Field,NA,US,US-MT,KBZN,BZN,-111.1529999,45.77750015
KCAE,Columbia Metropolitan Airport,NA,US,US-SC,KCAE,CAE,-81.11949921,33.93880081
KCAK,Akron Canton Regional Airport,NA,US,US-OH,KCAK,CAK,-81.44219971,40.91609955
KCAR,Caribou Municipal Airport,NA,US,US-ME,KCAR,CAR,-68.01789856,46.87149811
KCBM,Columbus Air Force Base,NA,US,US-MS,KCBM,CBM,-88.44380188,33.64379883
KCCY,Northeast Iowa Regional Airport,NA,US,US-IA,KCCY,CCY,-92.6108017,43.07260132
KCDC,Cedar City Regional Airport,NA,US,US-UT,KCDC,CDC,-113.098999,37.70100021
KCDR,Chadron Municipal Airport,NA,US,US-NE,KCDR,CDR,-103.0950012,42.83760071
KCDS,Childress Municipal Airport,NA,US,US-TX,KCDS,CDS,-100.288002,34.43379974
KCEC,Jack Mc Namara Field Airport,NA,US,US-CA,KCEC,CEC,-124.2369995,41.78020096
KCEF,Westover ARB/Metropolitan Airport,NA,US,US-MA,KCEF,CEF,-72.53479767,42.19400024
KCEW,Bob Sikes Airport,NA,US,US-FL,KCEW,CEW,-86.52210236,30.77879906
KCGF,Cuyahoga County Airport,NA,US,US-OH,KCGF,CGF,-81.48639679,41.56510162
KCGI,Cape Girardeau Regional Airport,NA,US,US-MO,KCGI,CGI,-89.57080078,37.22529984
KCHA,Lovell Field,NA,US,US-TN,KCHA,CHA,-85.20379639,35.03530121
KCHO,Charlottesville Albemarle Airport,NA,US,US-VA,KCHO,CHO,-78.45290375,38.1385994
KCHS,Charleston Air Force Base-International Airport,NA,US,US-SC,KCHS,CHS,-80.04049683,32.89860153
KCID,The Eastern Iowa Airport,NA,US,US-IA,KCID,CID,-91.71080017,41.88470078
KCIU,Chippewa County International Airport,NA,US,US-MI,KCIU,CIU,-84.47239685,46.25080109
KCKB,North Central West Virginia Airport,NA,US,US-WV,KCKB,CKB,-80.22810364,39.29660034
KCLE,Cleveland Hopkins International Airport,NA,US,US-OH,KCLE,CLE,-81.84980011,41.4117012
KCLL,Easterwood Field,NA,US,US-TX,KCLL,CLL,-96.36380005,30.58860016
KCLM,William R Fairchild International Airport,NA,US,US-WA,KCLM,CLM,-123.5,48.12020111
KCLT,Charlotte Douglas International Airport,NA,US,US-NC,KCLT,CLT,-80.94309998,35.2140007
KCMH,John Glenn Columbus International Airport,NA,US,US-OH,KCMH,CMH,-82.891899,39.998001
KCMI,University of Illinois Willard Airport,NA,US,US-IL,KCMI,CMI,-88.27809906,40.03919983
KCMX,Houghton County Memorial Airport,NA,US,US-MI,KCMX,CMX,-88.4890976,47.16839981
KCNM,Cavern City Air Terminal,NA,US,US-NM,KCNM,CNM,-104.2630005,32.33750153
KCNU,Chanute Martin Johnson Airport,NA,US,US-KS,KCNU,CNU,-95.48509979,37.66880035
KCOD,Yellowstone Regional Airport,NA,US,US-WY,KCOD,COD,-109.0240021,44.52019882
KCOE,Coeur D'Alene - Pappy Boyington Field,NA,US,US-ID,KCOE,COE,-116.8199997,47.77429962
KCOF,Patrick Air Force Base,NA,US,US-FL,KCOF,COF,-80.61009979,28.23489952
KCON,Concord Municipal Airport,NA,US,US-NH,KCON,CON,-71.50229645,43.20270157
KCOS,City of Colorado Springs Municipal Airport,NA,US,US-CO,KCOS,COS,-104.700996,38.805801
KCOU,Columbia Regional Airport,NA,US,US-MO,KCOU,COU,-92.219597,38.8181
KCPR,Casper-Natrona County International Airport,NA,US,US-WY,KCPR,CPR,-106.463997,42.908001
KCRE,Grand Strand Airport,NA,US,US-SC,KCRE,CRE,-78.72389984,33.81169891
KCRG,Jacksonville Executive at Craig Airport,NA,US,US-FL,KCRG,CRG,-81.51439667,30.3362999
KCRP,Corpus Christi International Airport,NA,US,US-TX,KCRP,CRP,-97.50119781,27.77039909
KCRQ,Mc Clellan-Palomar Airport,NA,US,US-CA,KCRQ,CLD,-117.2799988,33.12829971
KCRW,Yeager Airport,NA,US,US-WV,KCRW,CRW,-81.59320068,38.37310028
KCSG,Columbus Metropolitan Airport,NA,US,US-GA,KCSG,CSG,-84.93890381,32.5163002
KCSV,Crossville Memorial Whitson Field,NA,US,US-TN,KCSV,CSV,-85.08499908,35.95130157
KCTB,Cut Bank International Airport,NA,US,US-MT,KCTB,CTB,-112.3759995,48.60839844
KCUB,Jim Hamilton L.B. Owens Airport,NA,US,US-SC,KCUB,CUB,-80.99520111,33.97050095
KCVG,Cincinnati Northern Kentucky International Airport,NA,US,US-KY,KCVG,CVG,-84.6678009,39.04880142
KCVO,Corvallis Municipal Airport,NA,US,US-OR,KCVO,CVO,-123.2900009,44.49720001
KCVS,Cannon Air Force Base,NA,US,US-NM,KCVS,CVS,-103.3219986,34.38280106
KCWA,Central Wisconsin Airport,NA,US,US-WI,KCWA,CWA,-89.66680145,44.77759933
KCXO,Conroe-North Houston Regional Airport,NA,US,US-TX,KCXO,CXO,-95.414497,30.351801
KCYS,Cheyenne Regional Jerry Olson Field,NA,US,US-WY,KCYS,CYS,-104.8119965,41.15570068
KCZ,Kochi Airport (é«ç¥ç©ºæ¸¯),AS,JP,JP-39,RJOK,KCZ,133.668938,33.546259
KDAA,Davison Army Air Field,NA,US,US-VA,KDAA,DAA,-77.18099976,38.71500015
KDAB,Daytona Beach International Airport,NA,US,US-FL,KDAB,DAB,-81.058098,29.179899
KDAG,Barstow Daggett Airport,NA,US,US-CA,KDAG,DAG,-116.7870026,34.85369873
KDAL,Dallas Love Field,NA,US,US-TX,KDAL,DAL,-96.851799,32.847099
KDAN,Danville Regional Airport,NA,US,US-VA,KDAN,DAN,-79.33609772,36.57289886
KDAY,James M Cox Dayton International Airport,NA,US,US-OH,KDAY,DAY,-84.2193985,39.90240097
KDBQ,Dubuque Regional Airport,NA,US,US-IA,KDBQ,DBQ,-90.70950317,42.40200043
KDCA,Ronald Reagan Washington National Airport,NA,US,US-DC,KDCA,DCA,-77.037697,38.8521
KDDC,Dodge City Regional Airport,NA,US,US-KS,KDDC,DDC,-99.96559906,37.76340103
KDEC,Decatur Airport,NA,US,US-IL,KDEC,DEC,-88.86569977,39.83459854
KDEN,Denver International Airport,NA,US,US-CO,KDEN,DEN,-104.6729965,39.86169815
KDET,Coleman A. Young Municipal Airport,NA,US,US-MI,KDET,DET,-83.00990295,42.40919876
KDFW,Dallas Fort Worth International Airport,NA,US,US-TX,KDFW,DFW,-97.038002,32.896801
KDHN,Dothan Regional Airport,NA,US,US-AL,KDHN,DHN,-85.44960022,31.32130051
KDHT,Dalhart Municipal Airport,NA,US,US-TX,KDHT,DHT,-102.5469971,36.02259827
KDIK,Dickinson Theodore Roosevelt Regional Airport,NA,US,US-ND,KDIK,DIK,-102.802002,46.79740143
KDLF,DLF Airport,NA,US,US-TX,KDLF,DLF,-100.778002,29.359501
KDLH,Duluth International Airport,NA,US,US-MN,KDLH,DLH,-92.19360352,46.84209824
KDLS,Columbia Gorge Regional the Dalles Municipal Airport,NA,US,US-OR,KDLS,DLS,-121.1669998,45.61849976
KDMA,Davis Monthan Air Force Base,NA,US,US-AZ,KDMA,DMA,-110.8830032,32.16650009
KDMN,Deming Municipal Airport,NA,US,US-NM,KDMN,DMN,-107.7210007,32.26229858
